,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
1004,133,0.5891691092185213,right,People of Color,person,minorities,force,terrorizing,"The verb 'terrorizing' is used metaphorically to describe the act of instilling fear or intimidation in 'minorities' through symbolic association rather than literal physical action. The context frames the 'maga hats' as symbolic of oppressive behavior, leveraging the verb's connotation to represent systemic intimidation rather than direct physical harm.","'the #maga hats have become para-military uniforms for terrorizing minorities and immigrants and should be criminalized and banned in the city of NYC... the same way swastikas are banned in Germany, Congress needs to weed out the Trump for Earth Day.'"
953,133,0.6279518216497135,right,Immigrants,person,immigrants,force,terrorize,"The verb 'terrorize' is used metaphorically to describe the legal system's impact on immigrants, transcending its literal meaning of causing physical terror. It conveys the emotional and psychological effect of the legal maze, implying instillation of fear without a direct physical action.",'One explanation of the legal maze being used to terrorize immigrants and their children.'
150,133,0.6696592200081657,left,Citizens,person,Americans,force,intimidate,"The verb 'intimidate' is used metaphorically here, as it attributes the action of causing fear or pressure to the group 'Americans' without describing a direct physical action. The verb transcends its literal meaning (which involves overt threats or force) to convey an abstract sense of psychological or situational influence, implying a non-physical form of intimidation.",'And they know they intimidate Americans.'
2150,133,0.6975445202989144,left,Political Rhetoric and Partisan Debate,thing,mission,force,sabotage,"The verb 'sabotage' is used metaphorically here. While 'sabotage' typically refers to physical damage or destruction, in this context, it is applied to an abstract target noun 'mission' to describe undermining or obstructing a non-physical goal. The action described does not involve literal physical destruction but rather conceptual or strategic interference, transcending the verb's original literal meaning.",'I have no doubt there that #Democrats would sabotage a mission like this so our President would not have a success.'
1825,133,0.7082729970897249,left,Undocumented Immigrant Communities,place,state,force,sabotage,"The verb 'sabotage' is used metaphorically to describe the abstract noun 'state'. Literally, 'sabotage' refers to damaging physical objects or systems, but here it is applied to 'state' (a political entity), implying an action that transcends physical action. The metaphorical use conveys undermining the state's functioning or stability, not a tangible, physical act.",'Him and Brown have been working together to sabotage this state and make it all for the ILLEGALS.'
2771,133,0.7475247419459824,right,Humanitarian Concerns,thing,slaughter,other,lionizing,"The verb 'lionizing' is used metaphorically to characterize 'slaughter' by attributing a heroic or admiring quality (as one would 'lionize' a person) to an action that is inherently violent and dehumanizing. This transcends the literal meaning of the verb, which typically refers to honoring individuals, and instead applies it to an abstract concept, implying a metaphorical elevation of the destructive act.","'We can argue, perhaps, that Native Americans felt they had no choice but to defend their territory from invading immigrants, but even so it hardly seems worth lionizing the incomprehensible slaughter of our fellow humans that both sides engaged in. - 2/3'"
2857,133,0.7609213153999752,left,Citizens,person,Americans,force,enslaving,"The verb 'enslaving' is used metaphorically to characterize 'Americans' as being subjected to oppressive control or domination, transcending its literal meaning of physical bondage. It conveys a metaphorical sense of subjugation without referring to actual slavery or physical action.",'Matter of fact... you’re enslaving us Americans!'
983,134,0.5614076817610516,right,Undocumented Immigrants,person,them,force,Fires,"The verb 'fires' is used metaphorically to describe the act of terminating employment or dismissing 'them,' which transcends its literal meaning of physically discharging a projectile. This usage reflects a conceptual metaphor where the action of 'firing' is applied to a human action (dismissal) rather than a physical one.",'Fires them when he is done.'
178,134,0.5897612368061993,right,Other,person,you,force,fire,"The verb 'fire' is used metaphorically here to describe the act of dismissing or removing someone from their position, rather than its literal meaning of starting a fire or discharging a weapon. The metaphorical use of 'fire' conveys the idea of terminating the Special Council's role, which transcends the physical action associated with the verb.","'You did not have the authority or the legal right to ""fire"" the Special Council, you stupid fucking Mooncalf.'"
187,134,0.6968288603960048,right,Other,person,Council,force,fire,"The verb 'fire' is used metaphorically here. While 'fire' literally means to terminate employment, the target noun 'Council' refers to a collective body, not an individual. Applying 'fire' to a group (rather than a person) transcends the verb's physical action, implying a symbolic or figurative action of dismissal, thus constituting metaphorical usage.","'You did not have the authority or the legal right to ""fire"" the Special Council, you stupid fucking Mooncalf.'"
997,134,0.7433867341812702,left,Political Figures,person,RYAN,spatial motion,DELIVERED,"The verb 'DELIVERED' is used metaphorically to characterize 'RYAN' by implying he failed to fulfill his responsibility or complete the task, transcending its literal meaning of physically delivering an object. The context suggests 'delivering' the job refers to completing it, not a physical action.",'SPEAKER RYAN NEVER DELIVERED and leaves it to others to get the JOB done.'
2448,134,0.777506138460251,left,People of Color,person,Trump,other,delivering,"The verb 'delivering' is used metaphorically to characterize Trump's action of providing reparations. While 'deliver' typically refers to physically handing over something, here it is employed to describe the abstract act of implementing policies or providing compensation, transcending its literal physical action.",'President Trump is delivering true reparations to the African American community.'
3051,134,0.7887891944905113,left,Immigration Reform Advocates,person,Cuccinelli,spatial motion,bores,"The verb 'bores' is used metaphorically to describe Cuccinelli's method of entering Trump's inner circle. The source verb 'bores' (originally meaning to cause boredom) is extended to signify a process of persistent, possibly tedious effort to penetrate or gain access, transcending its literal physical action of causing boredom.","'""Cuccinelli bores his way into Trump's inner circle,"" by Ted Hesson and Anita Kumar: ""The outspoken immigration hard-liner enjoys a direct pipeline to Trump, according to four...'"
2553,134,0.8371711436155419,left,Job Magnet Destinations,place,MAGNET,other,continues,"The verb 'continues' is used metaphorically to describe the target noun 'MAGNET' as a metaphor for a job that attracts individuals (illegals). The verb transcends its literal meaning of persisting in a physical action, instead extending the metaphor of a magnet's attraction to imply the ongoing draw of the job, personifying the target noun as an active entity.","'He PROMISED to sign EO making E-verify MANDATORY so illegals could not work here,he lied, Job MAGNET continues'"
1740,135,0.4376278453036304,left,Undocumented Immigrants,person,Americans,other,sold,"The verb 'sold' is used metaphorically to describe the exploitation or dehumanization of 'Americans' as if they were commodities, transcending its literal meaning of exchanging goods for money. The phrase implies treating people as property, which is not a physical action but a conceptual metaphor.",'They sold Americans in Cali out and raised our taxes to pay for all their criminal illegals.'
687,135,0.45530123028961467,left,Political Figures,person,he,other,sold,"The verb 'sold' is used metaphorically to convey betrayal rather than describing a physical action. Here, 'sold' transcends its literal meaning of exchanging goods for money, instead implying that 'he' has betrayed the group by compromising their interests, akin to selling out. This metaphorical use assigns the action of selling (typically associated with tangible goods) to an abstract concept of loyalty, characterizing 'he' as a traitor.","'Quite frankly Jeff Klein is a disgrace to ALL Jewish people the world over; he's responsible for importing more Muslim Terrorist &amp; Illegal Immigrants to the Bronx than anyone else, Klein brought #MarkGjonaj in, he sold us out.'"
2134,135,0.4689558444116741,right,Other,person,that,other,sold,"The verb 'sold' is used metaphorically to characterize the target noun 'that' (referring to immigrant children). The action of 'selling' transcends its literal meaning of transferring ownership through a transaction, instead implying exploitation, coercion, or forced transfer into adoption. This usage personifies the children as commodities being trafficked, rather than describing a physical act of sale.",'More worried about the immigrant children we kidnapped from their parents that are being sold by contractors into adoption.'
1742,135,0.4791556025091964,left,Undocumented Immigrants,person,They,other,sold,"The verb 'sold' is used metaphorically to characterize 'They' as agents who are commodifying people ('Americans in Cali') as if they were physical goods. This transcends the literal action of selling tangible items, instead implying a metaphorical 'selling' of people, akin to treating them as objects or resources to be exchanged, thereby personifying 'They' as exploiters.",'They sold Americans in Cali out and raised our taxes to pay for all their criminal illegals.'
524,135,0.5551889732221901,left,Democratic Party,organization,Democrats,other,sell,"The verb 'sell' is used metaphorically to personify 'Democrats' as if they are merchants engaged in a transaction. The phrase 'sell out' metaphorically conveys the idea of betraying or compromising principles (environment and low wage Americans) for political gain, transcending the literal physical action of selling goods or services.",'Democrats sell out environment and low wage Americans for political power.'
522,135,0.5559145241643585,left,Other,thing,environment,other,sell,"The verb 'sell' is used metaphorically to convey betrayal rather than a literal transaction. 'Sell out' typically signifies compromising or betraying a cause (here, the environment) for personal gain (political power), which transcends the physical act of selling tangible goods.",'Democrats sell out environment and low wage Americans for political power.'
683,135,0.5622498542930588,left,Other,person,us,other,sold,"The verb 'sold' is used metaphorically to convey betrayal rather than a literal transaction. The phrase 'sold us out' implies that Jeff Klein has betrayed the group 'us' by actions perceived as harmful (importing immigrants), transcending the literal meaning of selling goods.","'Quite frankly Jeff Klein is a disgrace to ALL Jewish people the world over; he's responsible for importing more Muslim Terrorist &amp; Illegal Immigrants to the Bronx than anyone else, Klein brought #MarkGjonaj in, he sold us out.'"
759,135,0.5654163542012094,left,Other,place,it,other,buying,"The verb 'buying' is used metaphorically to express disbelief or rejection of a claim. Instead of describing a physical transaction, it conveys the act of accepting or believing a proposition, personifying the target noun 'it' as something that can be 'bought' or dismissed.","'So Ohio needed the growth of new immigrants because it was shrinking, for some reason I’m not buying it!'"
164,135,0.5690398208929576,left,Undocumented Immigrants,person,i,other,buy,"The verb 'buy' is used metaphorically here to express the speaker's refusal to accept or believe the claim about 'illegals turning them in.' The source verb 'buy' transcends its literal meaning of purchasing and is employed to convey a conceptual acceptance or belief in a proposition, which is a common metaphorical usage.","'i still don't buy illegals turn illegals in if we leave them alone , if that were the case they'd all be gone, now would they not?'"
1882,135,0.5716674750835333,right,Other,person,someone,other,buy,"The verb 'buy' is used metaphorically to convey the idea of someone agreeing with or accepting an idea/position, rather than describing a physical act of purchasing. The phrase 'buy into' signifies adopting a belief or perspective, which transcends the literal definition of 'buy' as a transactional action.",'Y would someone buy into this???'
1886,135,0.5803673004303332,right,Other,thing,Y,other,buy,"The verb 'buy' is used metaphorically to characterize the target noun 'Y' as someone who would accept or embrace an idea (the 'this' in the sentence). The source verb 'buy' transcends its literal meaning of exchanging money for goods to convey the conceptual action of accepting a belief or proposition, which is a common metaphorical usage in phrases like 'buy into'.",'Y would someone buy into this???'
355,136,0.4066111838721223,left,Other,thing,crap,force,give,"The verb 'give' is used metaphorically to convey emotional involvement or concern. Literally, 'give' implies transferring something physically, but here it represents the abstract concept of caring or paying attention, which transcends its original meaning.",'I dont give a crap 💩 who I offend.'
472,136,0.46221380385888566,left,Anti-Immigration Sentiment,thing,ass,force,give,"The verb 'give' is used metaphorically in the idiom 'give a rat's ass,' which conveys strong emotional investment or care. Here, 'give' does not describe a physical action but rather signifies a metaphorical transfer of concern, transcending its literal meaning.","'Does move on give a rat's ass about the families of the 45,000 Americans killed by illegals since 2001?'"
359,136,0.49057738610170337,left,Other,person,I,force,give,"The verb 'give' is used metaphorically to express emotional investment or concern. In the phrase 'give a crap,' 'give' does not denote a physical action of transferring something but rather conveys the absence of care or concern for the target noun 'I.' This usage transcends the literal meaning of 'give' by personifying the emotional state of the speaker.",'I dont give a crap 💩 who I offend.'
1146,136,0.5004589170748747,left,Other,thing,hoot,force,give,"The verb 'give' is used metaphorically to convey indifference or lack of concern, rather than describing a physical action. The phrase 'give a hoot' is an idiom where 'give' does not refer to transferring ownership or performing a tangible action but instead signifies 'not care at all,' transcending its literal meaning.",'And they don't give a hoot about Limits to Growth.'
171,136,0.5138296239190405,left,Other,thing,It,force,give,"The verb 'give' is used metaphorically here, as it transcends its literal meaning of transferring a physical object. Instead, 'give' is employed to convey the abstract action of imparting 'perspective' (an intangible concept) to 'him,' implying that 'It' is providing insight or a new way of understanding, which is a metaphorical use of the verb.",'It’d give him some perspective on what’s really important.'
859,136,0.5591764426818342,right,Other,person,You,force,giving,"The verb 'giving' is used metaphorically to describe the act of presenting an argument, which is an abstract concept rather than a physical action. The target noun 'You' is being characterized as performing an action (presenting an argument) that is not a tangible transfer of an object, thus transcending the literal meaning of 'giving'.",'You're giving a one sided argument by presenting just one way to apply for asylum in response to my statement accurately citing the Immigration &amp; Nationality Act which provides multiple ways to do so.'
1144,136,0.5721170092329125,left,Other,person,they,force,give,"The verb 'give' is used metaphorically in the idiom 'give a hoot,' which conveys indifference rather than a literal physical action. The phrase does not describe transferring something to 'they' but instead employs hyperbolic language to express disregard, transcending its literal meaning.",'And they don't give a hoot about Limits to Growth.'
1243,136,0.5945130450416016,left,Other,thing,heads,force,giving,"The verb 'giving' is used metaphorically in the phrase 'give a heads up,' which is an idiom meaning to warn or inform someone beforehand. Here, 'giving' does not refer to the physical act of transferring a head but instead conveys the abstract action of providing advance notice, transcending its literal meaning.",'All Patriots can help and report any of them you know are here by giving ICE a heads up.'
1945,136,0.8278222760896069,left,Other,thing,Support,force,help,"The verb 'help' is used metaphorically to describe the abstract noun 'Support' as if it is an active entity capable of assisting in preserving innovation. This personification of 'Support' as an agent performing a physical action (helping) transcends its literal meaning, which typically applies to direct assistance by a person or entity.",'Support for #STEMigration will help preserve American #innovation!'
2929,136,0.9066441117351657,right,Other,person,enemy,force,helped,"The verb 'helped' is used metaphorically to imply that the enemy contributed to the election victory in a non-physical, abstract sense. While 'helped' literally means to assist physically, here it transcends its literal meaning by suggesting the enemy's actions (e.g., providing resources, strategic support) facilitated the outcome, which is unexpected and conceptual rather than literal.","'Or locking kids in cages, and making the immigration problem even worse, or maybe the one where he lines his pockets with foreign money, or the one where a foreign enemy helped him win the election?'"
1270,137,0.5761844872679464,left,Anti-Immigration Sentiment,thing,ass,spatial motion,Undocumented,"The verb 'undocumented' is used metaphorically to characterize the target noun 'ass' as a metaphor for an undocumented person. The phrase 'Undocumented my ass' employs hyperbolic and derogatory language to mock the targeted individuals, implying they are undocumented immigrants. The verb transcends its literal meaning (which refers to lack of official documentation) to convey a metaphorical characterization of the target noun as an entity that is 'undocumented' in a social or legal context.",'Undocumented my ass. they are law breaking welfare sucking leeches that have no business here.'
1189,137,0.709033122774377,left,Citizens,person,CITIZENS,spatial motion,stem,"The verb 'stem' is used metaphorically here. While 'stem' literally refers to stopping the flow of a liquid or a physical entity, in this context, it is applied to 'CITIZENS' to describe their abstract action of halting a large-scale social phenomenon (illegal immigration). The verb transcends its physical meaning by implying that citizens can 'stop' a metaphorical 'tide,' which is not a literal physical action.",'How can how hard-working taxpaying American CITIZENS stem this tide of mass illegal immigration?'
2121,137,0.7102894165209275,right,Citizens,person,who,spatial motion,decend,"The verb 'decend' is used metaphorically to describe the origin of the target noun 'who' (American citizens) through ancestry. The verb transcends its literal meaning of physical movement to signify lineage, implying that individuals derive their heritage from immigrants, which is a conceptual rather than physical action.",'There isn't a single American citizen who doesn't decend from an immigrant unless ur Native American.'
4,137,0.7204516159166189,left,Anti-Immigration Sentiment,thing,illegality,other,abetting,"The verb 'abetting' is used metaphorically here. The target noun 'illegality' is an abstract concept, not a physical entity or action. The verb 'abetting' typically refers to actively supporting a person or entity in wrongdoing. Applying it to 'illegality' implies a metaphorical personification, suggesting that the illegality is being 'supported' in a non-physical, abstract sense, which transcends its literal meaning of aiding a tangible action.",'And shut off all aid to those countries allowing and abetting this illegality.'
697,137,0.733635833025466,left,Democratic Party,organization,Democrats,other,illegals,"The noun 'illegals' is used metaphorically to characterize 'Democrats' by equating them with a group of people (undocumented immigrants) based on a derogatory stereotype. This transcends the literal meaning of 'illegals' (undocumented immigrants) and applies it to 'Democrats' as a metaphorical label, implying shared characteristics or behaviors through a conceptual equivalence.",'Just another socialist promising Democrats/illegals everything that they require in life will be provided by the sucker CA taxpayers..'
1934,137,0.7903519447545759,right,Pro-Trump Policies,thing,rights,force,erode,"The verb 'erode' is used metaphorically to describe the gradual diminishing of abstract concepts like 'rights' and 'freedoms'. Literally, 'erode' refers to a physical process of wearing away material, but here it conveys the figurative idea of undermining or eroding intangible entities, aligning with the metaphorical use of the verb to signify non-physical degradation.","'As long as 45 &amp; co. remain in office, they will continue to seek to erode rights and freedoms &amp; push a racist agenda in this nation.'"
2083,138,0.5643133198186862,right,Economic Impact,thing,shortage,other,have,"The verb 'have' is used metaphorically to describe the state of possessing a 'shortage,' which is an abstract condition rather than a physical object. This usage transcends the literal meaning of 'have' (possession) to convey the existence of a problem or deficiency, personifying the shortage as something that can be 'held' or 'experienced'.",'We have a immigration shortage.'
663,138,0.6049699897014453,right,Other,person,themselves,other,have,"The verb 'have' is used metaphorically to attribute causation or responsibility to 'themselves' (Europeans), transcending its literal meaning of physical possession. The phrase 'have themselves to thank' employs 'have' in a non-physical, abstract sense to imply that Europeans are the cause of mass migration, representing a metaphorical extension of the verb's function.","'Europeans have themselves to thank for mass migration from the ""third world.""'"
492,138,0.6136866077676097,left,Political Leaders,person,They,other,have,"The verb 'have' is used metaphorically to indicate possession of a message or stance on specific issues, rather than literal physical possession. In political discourse, 'having a message' typically metaphorically conveys advocating for or promoting a particular position, not actual ownership of a tangible message.","'They have no message on the economy, jobs, tax breaks, illegal  immigration, border control, trade, national security.'"
2552,138,0.6216335380189698,right,Political Leaders,person,you,other,have,"The verb 'have' is used metaphorically to attribute abstract qualities (labels like 'liar', 'criminal', etc.) to the target noun 'you'. It does not describe a physical action but instead conveys a conceptual state, extending the verb's meaning beyond literal possession to signify the presence of undesirable attributes.","'Well, you do have some “greatest” superlatives:  -Liar (10k+) -Criminal/Corrupt -Cruelty to immigrant families, -Russian/N.Korean-loving wanna be dictator -Racist, mysogynist   JUST PLAIN EVIL'"
167,138,0.6323300653059847,right,Political Leaders,person,Trump,other,has,"The verb 'has' is used metaphorically to characterize 'Trump' by implying that he carries a cost or consequence ('a price'), which transcends its literal meaning of possession. The phrase 'has a price' is an idiom indicating a metaphorical burden or negative outcome, not literal ownership of a monetary value.",'Trump unfortunately has a price though.'
2358,138,0.6494148220208604,left,Countries of Origin,place,America,other,has,"The verb 'has' is used metaphorically to describe Latin America's possession of abstract examples of US imperialism, transcending its literal meaning of physical ownership. It personifies Latin America as having instances of imperialism, which are conceptual rather than tangible.",'We have about as much illegal immigrantion from Latin America as Latin America has examples of US imperialism.'
2356,138,0.6568678311291056,left,Political Leaders,person,she,other,have,"The verb 'have' is used metaphorically to convey the absence of agency or options, rather than describing a physical possession. The phrase 'have no choice' represents a state of being compelled or forced, which transcends the literal meaning of 'have' as a physical action.","'However,  will step in with troops &amp; she'll have no choice.'"
667,138,0.6826447122543949,right,Other,person,Europeans,other,have,"The verb 'have' is used metaphorically to convey responsibility or causation rather than literal possession. The phrase 'have themselves to thank' employs a phrasal verb structure to imply that Europeans are held accountable for the mass migration, transcending the literal meaning of 'have' as a physical action.","'Europeans have themselves to thank for mass migration from the ""third world.""'"
2146,138,0.7049015918577937,left,Political Leaders,person,President,other,have,"The verb 'have' is used metaphorically to characterize the target noun 'President' by implying possession of an abstract concept ('success') rather than a physical action. The phrase 'would not have a success' metaphorically conveys the President's lack of achieving success, transcending the literal meaning of 'have' as physical possession.",'I have no doubt there that #Democrats would sabotage a mission like this so our President would not have a success.'
2728,139,0.7052214465631172,left,Anti-Immigration Sentiment,thing,throws,spatial motion,push,"The verb 'push' is used metaphorically to describe an abstract action towards the target noun 'throws' (likely a metaphor for globalization's effects). The verb transcends its literal meaning of physical force, instead implying an effort to suppress or control an abstract concept, aligning with metaphorical personification of 'throws' as a tangible entity to be 'pushed down'.","'Liberals are pushing illegal immigration as a way to push down our throws globalization, by simply allowing herds of illegal immigrants into USA &amp; will NEVER adjust in order to change our culture &amp; destroy our society.'"
1941,139,0.7469073899312575,right,Anti-Immigration Sentiment,thing,agenda,spatial motion,push,"The verb 'push' is used metaphorically to convey the act of actively promoting or advancing the 'agenda' rather than describing a physical action. The metaphorical aspect involves using the source verb 'push' to characterize the abstract process of driving forward a political agenda, which transcends its literal meaning of applying physical force.","'As long as 45 &amp; co. remain in office, they will continue to seek to erode rights and freedoms &amp; push a racist agenda in this nation.'"
2725,139,0.7647681469096564,left,Anti-Immigration Sentiment,thing,globalization,spatial motion,push,"The verb 'push' is used metaphorically to describe the abstract process of influencing or driving globalization, rather than referring to a physical action. It conveys the idea of actively shaping or advancing globalization through the action of allowing illegal immigration, which transcends the literal meaning of applying physical force.","'Liberals are pushing illegal immigration as a way to push down our throws globalization, by simply allowing herds of illegal immigrants into USA &amp; will NEVER adjust in order to change our culture &amp; destroy our society.'"
1463,139,0.7901403810169766,right,Anti-Immigration Sentiment,thing,Money,spatial motion,going,The verb 'going' is used metaphorically to describe the intended purpose or direction of 'Money' rather than a physical action. It signifies the allocation or application of money towards a specific goal (helping migrants) instead of its literal movement.,'As long as the Money is going to HELP THE MIGRANTS and not LINE THE POCKETS of your crony contractors that are building and running the concentration camps at the border.'
787,139,0.7961360724656409,left,Anti-Immigration Sentiment,thing,that,spatial motion,comes,"The verb 'comes' is used metaphorically to describe the consequences or associations linked to the target noun 'that.' It does not refer to a physical action but instead implies that 'that' encompasses intangible outcomes (crime, voter fraud) associated with the situation, transcending its literal meaning of physical movement.","'Allow illegals in... means crime, voter fraud and all that comes with it.'"
2127,139,0.8127192534438205,left,Anti-Immigration Sentiment,thing,votes,spatial motion,gone,"'Gone' is used metaphorically to represent the allocation or transfer of votes, not a physical movement. The verb transcends its literal meaning of physical displacement to describe votes 'moving' toward a candidate, implying a conceptual shift rather than an actual physical action.",'Libertarian candidate siphoned off votes would have gone to Trump just as Perot siphoned off votes would have gone to Bush: Subtract illegals &amp; machine thefts Trump still wins popular vote!'
2908,139,0.8169101028485422,left,Anti-Immigration Sentiment,thing,monies,spatial motion,going,"The verb 'going' is used metaphorically to describe the state of 'monies' as an ongoing process rather than a physical action. 'Going on' here signifies the continuation of an activity (the flow of funds for sustenance), which is not a literal physical movement of money but a conceptual representation of its persistent use.","'However, I don't think we should when monies for illegal immigrant sustenance is still going on.'"
1224,139,0.8206613193110546,left,Anti-Immigration Sentiment,thing,ID,spatial motion,push,"The verb 'push' is used metaphorically to describe advocating for or promoting the concept of 'Voter ID' rather than referring to a physical action. The target noun 'ID' is an abstract concept (identifier), not a physical object, so 'push' transcends its literal meaning of applying physical force to convey a call to action for policy enforcement.",'Please push Voter ID &amp; no more ANCHORS 2 ILLEGALS &amp; MIGRANTS &amp; Baby vacation kids REVOKE CITIZENSHIP &amp; DEPORT &amp; u r 2 protect USA voting is core value as the invasion time 2 go hardball recounts we would have house'
97,139,0.8263995349254368,left,Anti-Immigration Sentiment,thing,Dream,spatial motion,chasing,"The verb 'chasing' is applied to the abstract concept of 'Dream,' which is not a physical entity. The verb transcends its literal meaning of pursuing a tangible object, instead metaphorically representing the effort or aspiration directed toward an intangible ideal.",'Is rape the price to pay for migrant women chasing the American Dream?'
1624,139,0.8266737218162047,right,Anti-Immigration Sentiment,thing,stuff,spatial motion,go,"The verb 'go' is used metaphorically to describe the process of 'stuff' being received or understood, rather than referring to physical movement. The phrase 'go over well' is an idiomatic expression where 'go' signifies the abstract concept of something being accepted or processed, not a literal action.",'That stuff doesn't go over well'
518,139,0.8277474377923022,left,Anti-Immigration Sentiment,thing,sentiment,spatial motion,rose,"The verb 'rose' is used metaphorically to describe the abstract concept of 'sentiment' increasing. The source verb 'rose' originally refers to a physical upward movement, but here it is applied to an intangible concept, implying a non-physical rise in sentiment. This transcends its literal meaning by attributing a physical action to an abstract idea.","'With Mexican farmworkers able to earn seven to ten times as much in the United States as at home,  by the 1980s illegals were pouring across our border at the rate of  about 225,000 a year, and U.S. sentiment rose for slowing the flow.('"
1615,139,0.8300690080556088,right,Anti-Immigration Sentiment,thing,thought,spatial motion,floating,"The verb 'floating' is used metaphorically to describe the dissemination or circulation of the 'thought' rather than a physical action. It implies the idea is being promoted or considered, not literally moving through water or air.","'Since stealing children from their parents FAILED as a Trump/Nielsen/Kelly policy to deter migrants, apparently now they are floating the 'thought' that they will be shot at the border?'"
2850,139,0.8344741487420335,right,Anti-Immigration Sentiment,thing,thousands,spatial motion,dumping,"The verb 'dumping' is used metaphorically to describe the treatment of 'thousands of immigrant families' as if they are objects being discarded carelessly. The source verb 'dumping' transcends its literal meaning (throwing something down physically) to convey a metaphorical sense of neglect, disposability, or dehumanization, implying the families are being treated as waste rather than people.","'There is NO BORDER CRISIS, except that started and perpetuated by Trump  and DHS - dumping thousands of immigrant families in TX parks, locking  up kids so GOP donors make millions ... and thousands of caravan asylum  seekers are in a Tijuana stadium!'"
1185,139,0.8353113460160659,left,Anti-Immigration Sentiment,thing,tide,spatial motion,stem,"The verb 'stem' is used metaphorically to describe halting a metaphorical 'tide' representing mass illegal immigration. While 'stem' literally refers to stopping physical flow (e.g., water), here it is applied to a conceptualized 'tide' as a large-scale social movement, transcending its physical action definition.",'How can how hard-working taxpaying American CITIZENS stem this tide of mass illegal immigration?'
2770,139,0.8360764987803979,left,Anti-Immigration Sentiment,thing,life,spatial motion,fleeing,"The verb 'fleeing' is used metaphorically to characterize 'life' as something to escape from, transcending its literal physical action. 'Fleeing' typically refers to escaping from a tangible threat, but here it is applied to 'life' as an abstract concept, implying avoidance of difficult circumstances or existential challenges, rather than a literal physical action.",'11 million illegals are not here fleeing their life.'
2971,139,0.8385694301536463,left,Anti-Immigration Sentiment,thing,lies,spatial motion,spinning,"The verb 'spinning' is used metaphorically to describe the act of creating or promoting falsehoods ('lies'). Literally, 'spinning' refers to a physical action of turning, but here it conveys a conceptual metaphor where the verb signifies the manipulation of information, akin to 'spinning' a narrative or deception, rather than any physical rotation.","'Left wing owned &amp; controlled media outlets let Democrats push their Socialist agenda by spinning lies &amp; propaganda to liberals, illegals &amp; the uneducated!'"
2007,139,0.8392700086719487,left,Anti-Immigration Sentiment,thing,savings,spatial motion,go,"The verb 'go' is used metaphorically to indicate the direction or allocation of savings, not a physical movement. Savings, as an abstract concept, are 'directed' to a specific purpose (repaying a fund), which transcends literal physical action and employs a metaphorical extension of the verb to signify financial allocation.",'The savings should go to repaying robed SSI fund for Americans who worked all their lives and PAID into the program.'
2390,139,0.8405109966819315,left,Anti-Immigration Sentiment,thing,dime,spatial motion,gone,"The verb 'gone' uses the source verb's concept of movement to metaphorically describe the dime being spent or allocated, rather than indicating a physical relocation of the dime.",'Not one dime has gone to the schools because our governer would rather spend it on illegals and junkies.'
2714,139,0.8409350100736417,left,Anti-Immigration Sentiment,thing,Crimicials,spatial motion,pour,"The verb 'pour' is used metaphorically to describe the non-physical entities 'Crimicials' as if they are flowing or moving in large quantities, transcending its literal meaning of transferring liquids. This employs a metaphorical extension to convey an overwhelming influx or movement of abstract concepts.","'Let the illegals, drugs, Crimicials pour in'"
2273,139,0.8447728583320468,right,Anti-Immigration Sentiment,thing,time,spatial motion,winding,"The verb 'winding' is used metaphorically to describe 'time' as if it were a physical entity that can be twisted or depleted. This personification transcends the literal action of twisting and instead conveys the abstract concept of time running out, aligning with the metaphorical frame of time as a resource that diminishes.",'#loser #racist #bigot #bitch Your time on Fox is winding down!'
2439,139,0.846554284062697,right,Anti-Immigration Sentiment,thing,caravan,spatial motion,draws,"The verb 'draws' is used metaphorically to describe the caravan causing Donald Trump's ire, rather than performing a physical action. The metaphorical aspect lies in attributing a reactive effect (provoking ire) to the caravan, which transcends the literal meaning of 'drawing' as a physical movement.",'DO YOUR HOMEWORK  &gt;&gt;&gt;    Caravan of migrants draws Donald Trump's ire - Refugee caravan | The Economic Times'
3099,139,0.8543047508548328,right,Anti-Immigration Sentiment,thing,heads,spatial motion,turn,"The verb 'turn' is used metaphorically to convey the action of avoiding attention or refusing to acknowledge something, rather than describing a literal physical movement of the head. The phrase 'turn your heads' implies a deliberate act of ignoring or turning away from a subject, which transcends the literal meaning of the verb.",'And you and the rest of the feckless GOP cowards turn your heads.'
1667,139,0.8559314048830642,right,Anti-Immigration Sentiment,thing,actions,spatial motion,remove,"The verb 'remove' is used metaphorically to describe the act of eliminating the abstract concept of 'actions' (specifically, Trump's unacceptable actions). The verb transcends its literal meaning of a physical removal, instead conveying the metaphorical idea of getting rid of or erasing actions, which are abstract entities.","'Please remove Trump and his hatred, unacceptable actions impeachment time he is the worst president he is ruining our Country!'"
2910,139,0.8561594285273999,right,Anti-Immigration Sentiment,thing,crackdown,spatial motion,laid,"The verb 'laid' is used metaphorically to describe the conceptual arrangement or presentation of the 'crackdown' as a planned mechanism, rather than a physical action. 'Laid out' here signifies outlining or detailing a strategy, which transcends the literal meaning of placing something physically.",'I guess I could go back and dig out my thread where I laid out the whole “immigration crackdown will be just a heartless mechanism for obscene featherbedding for contractors and the private prison industry” but I lack the energy.'
