,met_id,cluster,doc_id,source_word,target_word,llm_expl,sentence,distance
1129397352597528576_3_12_11,1129397352597528576_3_12_11,68,1129397352597528576,comes,that,Allowing illegal immigrants leads to harmful consequences like crime and voter fraud. The act of allowing illegal immigrants into the country causes these negative outcomes. It is unethical to allow illegal immigrants because it results in societal harm. Prevent illegal immigration to avoid the associated problems.,"'Allow illegals in... means crime, voter fraud and all that comes with it.'",0.5360331
1088950944690307072_0_11_10,1088950944690307072_0_11_10,68,1088950944690307072,kill,immigrants,Illegal immigrants are causing harm or death to certain people. The actions of illegal immigrants are leading to the death of specific individuals. It is immoral to prioritize the interests of illegal immigrants over the lives of those they harm. Supporters of illegal immigrants should stop enabling their harmful actions.,"'Good to know you only care about the people illegal immigrants kill, gotcha.'",0.54127955
1165121960273174528_1_18_20,1165121960273174528_1_18_20,68,1165121960273174528,save,country,"The country is in danger of being overwhelmed by the presence of illegals. Illegals are burdening states, which is causing harm to the country. It is unethical to allow states to be exploited by illegals harming the nation. Illegals should be removed to protect states and fully save the country from this harm.","'No state should have to be burdened w/ illegals,  they all need to go, &amp; save our country 100% by keeping states free from this abuse.'",0.5501349
1160170508886917122_1_2_0,1160170508886917122_1_2_0,68,1160170508886917122,pointing,I,Immigration policies are having harmful effects on the nation. The harmful effects of immigration policies are leading people to vote for the candidate. It is unethical that harmful immigration policies are influencing voters' decisions. Immigration policies should be reformed to reduce their negative impact on the nation.,'I am pointing out that immigration policies and their detrimental affects on our nation is one of the reasons we voted for him.',0.56325066
1151851063726637057_1_1_2,1151851063726637057_1_1_2,68,1151851063726637057,hurt,everyone,Illegals are causing harm to society. The presence of illegals is the source of this harm. It is unjust that illegals are harming society. The flow of illegals into society should be controlled.,'Illegals hurt everyone while legal immigrants help everyone!',0.57036525
1072142339811000321_3_8_1,1072142339811000321_3_8_1,68,1072142339811000321,growing,cost,The cost of illegal immigration is a harmful force expanding uncontrollably. Illegal immigration inherently leads to increasing financial burdens on taxpayers. It is unethical that illegal immigration causes unsustainable taxpayer costs. The growth of illegal immigration should be halted to prevent further taxpayer harm.,'The cost of illegal immigration to taxpayers is growing at an unsustainable pace',0.5757383
1118726351983222784_0_14_17,1118726351983222784_0_14_17,68,1118726351983222784,supporting,immigration,Supporting higher legal immigration is causing harm to the country. The support for higher legal immigration is enabling negative consequences. Supporting higher legal immigration is unethical because it leads to harmful outcomes. People should stop supporting higher legal immigration to prevent harm.,"'STAY CALM MAGA---For those of you afraid to tell Trump to quit supporting higher legal immigration and keep his promises, don't worry!'",0.58309734
1019734073026273280_0_8_10,1019734073026273280_0_8_10,68,1019734073026273280,suffer,consequences,People are experiencing harm due to the GOP's political actions in immigration. The GOP's partisan politics and games in immigration are causing the suffering. It is unethical for the GOP to prioritize partisan games over people's well-being. The GOP should stop their partisan games and address immigration issues directly.,'GOP still playing games in immigration while people suffer the consequences of their partisan politics games.',0.58670783
1079162356880437248_1_7_10,1079162356880437248_1_7_10,68,1079162356880437248,control,issue,The GOP's control over immigration policies is causing harm or imbalance. The GOP's dominance in legislative power allows them to manipulate immigration policies unfairly. It is unethical for the GOP to exert unchecked control over immigration decisions. The GOP should relinquish control of immigration policies to ensure fair and balanced governance.,'The GOP owns all three houses and control the immigration issue.',0.6036565
1084996682817908736_0_13_15,1084996682817908736_0_13_15,68,1084996682817908736,killing,children,The presence of illegals is causing harm to children. Illegals are entering the country and directly endangering children's safety. It is morally wrong that illegals are causing harm to children. The harmful influence of illegals on children should be eliminated.,"'Exactly , illegals are coming in Our House and eating our food and killing our children .'",0.6047888
1143738294951301122_2_21_22,1143738294951301122_2_21_22,68,1143738294951301122,DESTROYS,opportunity,Illegal immigration is causing the loss of opportunities for people. Coming to the USA illegally is the action that leads to the destruction of opportunities. It is harmful and unjust that illegal immigration undermines opportunities for others. Illegal immigration should be stopped to preserve opportunities for people.,"'Hispanics don't want DEM handout BS lies&amp;pandering,they want a future but if come to USA illegally DESTROYS opportunity'",0.6146165
1001226237690425345_0_5_7,1001226237690425345_0_5_7,68,1001226237690425345,wants,illegals,The country's desire for these illegals is causing harm to its society. The country's policies or actions are fueling the desire for these illegals to remain. It is unethical that the country would desire the presence of these illegals. The country should eliminate its desire for these illegals to stay and implement stricter controls.,'Do you think this country wants these illegals there',0.61739135
1009255333414559744_0_4_6,1009255333414559744_0_4_6,68,1009255333414559744,support,cancellation,"Certain countries are sending undocumented immigrants, which is causing harm. Countries are sending illegals due to their irresponsible actions. It is morally justified to withhold aid from countries that enable illegal immigration. Aid should be canceled to punish countries for facilitating illegal immigration.","'ABSOLUTELY, I would support the cancellation of aid to any country sending illegals here!'",0.61756045
1082863349493309440_0_6_10,1082863349493309440_0_6_10,68,1082863349493309440,Hurt,Immigration,Black Americans are suffering disproportionate harm from illegal immigration. Illegal immigration is causing direct harm to Black Americans. It is unjust that illegal immigration disproportionately harms Black Americans. Illegal immigration should be restricted to prevent further harm to Black communities.,"'Trump Is Correct, Black Americans Hurt Most by Illegal Immigration  via'",0.62609583
1034822910949638144_0_6_7,1034822910949638144_0_6_7,68,1034822910949638144,keep,illegals,The current method of keeping illegals out is causing harm to the community. The policy of keeping illegals out is flawed because it allows exploitation of workers. It is immoral to keep illegals out as it exploits vulnerable workers. The policy should be changed to stop keeping illegals out and address exploitation.,'And that’s done shxt to keep illegals out but of course American farmers tend to exploit Mexican farm workers so it’s great for them.',0.62929136
1071082594798714880_0_12_11,1071082594798714880_0_12_11,68,1071082594798714880,loses,US,The United States is experiencing a financial loss due to illegal immigration. Illegal immigrants are costing the U.S. government billions of dollars annually. It is unjust that the U.S. is suffering financial harm from illegal immigration. The U.S. should stop illegal immigration to prevent further financial losses.,'I liked a  video  🔴 RKTNN NEWS 🔴Trump says the US loses $250 billion on illegal immigration every',0.63224876
1151851063726637057_1_6_7,1151851063726637057_1_6_7,68,1151851063726637057,help,everyone,"Legal immigrants are providing a positive impact on society, while illegal immigrants are causing harm. The presence of illegal immigrants is the source of the harm affecting everyone. It is good that legal immigrants contribute positively to society, while the actions of illegal immigrants are harmful. The government should address the harm caused by illegal immigrants and ensure legal immigrants can continue to provide support.",'Illegals hurt everyone while legal immigrants help everyone!',0.6401167
1166445300518666249_1_6_4,1166445300518666249_1_6_4,68,1166445300518666249,have,politics,Anti-immigration politics possess harmful traits. The inherent nature of anti-immigration politics causes this harmful character. It is immoral that anti-immigration politics exhibit this harmful character. Anti-immigration politics should be reformed to eliminate this harmful character.,"'For me, anti-immigration politics frequently have this character.'",0.64470696
1155486623502671879_2_1_0,1155486623502671879_2_1_0,68,1155486623502671879,destroy,Dems,"The rule of law is being harmed by unvetted immigration. The Dems promote unvetted immigration, which undermines legal systems. It is immoral for the Dems to damage the rule of law through unchecked immigration. The Dems should stop promoting unvetted immigration and enforce legal vetting processes.",'Dems destroy rule of law by promoting unvetted immigration.',0.64476323
1082863349493309440_0_6_5,1082863349493309440_0_6_5,68,1082863349493309440,Hurt,Americans,Black Americans are suffering the most from the negative effects of illegal immigration. The presence of illegal immigrants is causing harm to Black Americans. It is unjust that Black Americans bear the brunt of the harm caused by illegal immigration. The harm caused by illegal immigration to Black Americans should be addressed through stricter immigration control.,"'Trump Is Correct, Black Americans Hurt Most by Illegal Immigration  via'",0.65459466
1019734073026273280_0_8_7,1019734073026273280_0_8_7,68,1019734073026273280,suffer,people,People are enduring hardship due to the GOP's immigration policies. The GOP's partisan politics games in immigration are causing people to suffer. It is unethical for the GOP to let people suffer from their political games. The GOP should stop their partisan games and address immigration issues to end the suffering.,'GOP still playing games in immigration while people suffer the consequences of their partisan politics games.',0.67113113
1096797876817018880_0_16_18,1096797876817018880_0_16_18,68,1096797876817018880,kill,culture,"Immigration is destroying American culture, a vital entity. Open borders and rampant immigration are the forces causing the death of American culture. It is immoral that the political party promotes policies leading to the destruction of American culture. The political party should restrict immigration to prevent the death of American culture.","'The Satanic Demo-Krats are the political party of open borders, rampant IMMIGRATION to kill American culture, abortion and now in some states even infanticide.'",0.68279576
1064970754826125312_1_0_2,1064970754826125312_1_0_2,68,1064970754826125312,Take,chance,There is a risk involved in addressing illegal immigration. The topic of illegal immigration is controversial and potentially dangerous to discuss. It is morally commendable to take risks in seeking truth about illegal immigration. One should take the risk and search for information about illegal immigration.,'Take a chance and Google illegal immigration chart.',0.7220023
1143738294951301122_2_12_14,1143738294951301122_2_12_14,68,1143738294951301122,want,future,"Hispanics desire a future, but illegal immigration undermines that future. Illegal immigration is the reason opportunity is destroyed for Hispanics' future. It is harmful that illegal immigration destroys opportunities for a future. Hispanics should not come to the USA illegally to preserve their future opportunities.","'Hispanics don't want DEM handout BS lies&amp;pandering,they want a future but if come to USA illegally DESTROYS opportunity'",0.73281413
1009491338528772106_0_9_10,1009491338528772106_0_9_10,68,1009491338528772106,terrorize,immigrants,The legal system is causing fear and anxiety in immigrants and their children. The legal system's complexity and harshness are causing fear. It is unethical to use the legal system to terrorize immigrants. The legal system should be reformed to stop causing fear and anxiety.,'One explanation of the legal maze being used to terrorize immigrants and their children.',0.74426544
1144293272275304449_0_2_1,1144293272275304449_0_2_1,68,1144293272275304449,congratulates,Trump,Australia's hardline immigration policy is causing negative consequences. The strict immigration policy is the source of these harmful effects. It is morally acceptable to enforce harsh immigration policies. Continuing strict immigration policies is the recommended course of action.,'President Trump congratulates Australia on there Hardline immigration policy!',0.7571193
1143738294951301122_0_1_7,1143738294951301122_0_1_7,68,1143738294951301122,feds,ToHispanics,The federal government is causing distress to Hispanics through its actions. The Democrats are using federal power to harm Hispanics. It is disgraceful and appalling that the Democrats would target Hispanics with federal policies. The federal government should stop its harmful actions toward Hispanics.,'Hispanics feds up w/Dems #DemsDoingToHispanics a disgrace&amp;appalling.',0.7886695
1083715771744899073_4_5_7,1083715771744899073_4_5_7,69,1083715771744899073,fed,bites,"People are receiving superficial information instead of comprehensive content. The information provided is fragmented and lacks depth, like inadequate nourishment. It is irresponsible to prioritize shallow information over thorough understanding. People should consume full-length content rather than settling for brief, incomplete summaries.",'Go read rather that getting fed sound bites.',0.573975
1083715771744899073_4_4_7,1083715771744899073_4_4_7,69,1083715771744899073,getting,bites,"People are consuming only superficial information instead of deep knowledge. The habit of prioritizing quick, simplified information over thorough understanding. It is wrong to prioritize shallow information over comprehensive learning. People should engage with full texts instead of just consuming sound bites.",'Go read rather that getting fed sound bites.',0.66402805
1067625910323548161_3_18_17,1067625910323548161_3_18_17,69,1067625910323548161,bother,you,People are commenting on an issue without properly understanding it. Individuals are avoiding the effort required to comprehend the issue. It is irresponsible to comment on an issue without first making an effort to understand it. Individuals should take the time to understand the issue before commenting on it.,'If you don't know or understand that cease comment on the issue until such time as you bother to understand it.',0.69682264
1046389996884832256_2_1_0,1046389996884832256_2_1_0,69,1046389996884832256,knew,Who,"There is a lack of awareness about something obvious. People lack common sense, making them unable to recognize the obvious. It is irresponsible that people ignore obvious truths despite having common sense. People should use their common sense to recognize obvious truths.","'Who knew, except everyone with a shread of common sense.'",0.739285
1151914782309720064_0_5_6,1151914782309720064_0_5_6,69,1151914782309720064,chomping,moron,The person is being overly critical of something trivial. The person lacks discernment and is fixated on insignificant matters. It is foolish for the person to waste energy criticizing minor issues. The person should stop critiquing trivial matters and focus on more important concerns.,'He STARTED it you straw chomping moron.',0.7791154
1034497083577790464_0_8_5,1034497083577790464_0_8_5,69,1034497083577790464,take,it,Understanding certain terms requires disproportionate time due to cultural barriers. The cultural context of the terms makes them difficult to grasp quickly. It is unjust that the system fails to provide clarity on culturally significant terms. More time and cultural education should be provided to bridge understanding gaps.,"'As an immigrant child, it did not take me long to learn what “Cock” means but it did take me too long to know what “cockfighting” is.'",0.7869345
1001616686687096832_3_3_5,1001616686687096832_3_3_5,69,1001616686687096832,reading,link,The link's content requires thorough examination. The link contains complex information that needs to be fully understood. It is important to take the time to process the link's content completely. One should dedicate time to finish analyzing the link's information.,'I'll finish reading the link now.',0.84785753
1109500616290627584_1_6_8,1109500616290627584_1_6_8,70,1109500616290627584,twist,mind,There is an attempt to manipulate people's beliefs against their will. The speaker believes others are trying to control their thoughts through deception. It is unethical to manipulate people's minds for political purposes. People should resist external influence and maintain their own independent thinking.,"'Shame on you you cannot twist our mind, Legal law abiding immigrants supports Pres Trump'",0.57690907
1010290566951849985_1_3_2,1010290566951849985_1_3_2,70,1010290566951849985,buy,someone,"People are accepting a false or harmful belief. The belief is being promoted as credible, leading people to accept it. It is unethical to deceive people into accepting false beliefs. People should be encouraged to critically evaluate beliefs rather than accept them blindly.",'Y would someone buy into this???',0.63986593
1054742707111780353_0_2_3,1054742707111780353_0_2_3,70,1054742707111780353,follow,you,The speaker is adhering to someone's guidance without critical thought. The speaker has chosen to align with the person's actions or beliefs voluntarily. It is unethical to follow someone blindly without personal judgment. The speaker should question authority and make independent decisions.,'Proud to follow you!',0.6803722
1152389061199454209_1_14_13,1152389061199454209_1_14_13,70,1152389061199454209,follows,herd,"A group of people is blindly following a single individual's actions without critical thought. The presence of a single influential figure triggers the group's automatic conformity. It is unethical to allow individuals to lose their autonomy by following the herd without question. The influential figure should stop leading the group, and individuals should act independently.","'All it takes is 1 to make it in, &amp; the herd follows.'",0.6832158
1173791408802521090_2_1_4,1173791408802521090_2_1_4,70,1173791408802521090,bewitched,correctness,"People are losing their ability to think freely due to political correctness. Political correctness exerts an irresistible, magical influence over people's thoughts. It is unethical to manipulate people's freedom of thought through coercive ideological control. People should break free from political correctness to restore genuine expression and critical thinking.",'Everyone bewitched by political correctness.',0.69475365
1075447278964486145_2_3_2,1075447278964486145_2_3_2,70,1075447278964486145,indoctrinated,Cruise,The individual's beliefs were imposed without critical thought. The Christian Cruise systematically taught the individual to accept its beliefs. It is unethical to force someone's beliefs without their consent or critical engagement. The individual should be encouraged to think independently and question the imposed beliefs.,'The Christian Cruise indoctrinated me to believe in Jesus.',0.69647104
1173791408802521090_2_1_0,1173791408802521090_2_1_0,70,1173791408802521090,bewitched,Everyone,People are losing their ability to think freely due to political correctness. Political correctness is exerting an irresistible influence over people's thoughts and actions. It is unethical to manipulate people's autonomy through coercive ideological influence. People should resist political correctness and reclaim their authentic thinking.,'Everyone bewitched by political correctness.',0.7003804
1129755713515991042_0_19_21,1129755713515991042_0_19_21,70,1129755713515991042,manipulate,masses,The masses are being influenced through deceptive means using sacred language. The use of 'sacred' and 'cherished' terms is the cause of the manipulation. It is unethical to use sacred language to deceive the masses. The use of sacred terms should be stopped to prevent manipulation.,'When 2.5 yrs in #DonTheCon begins to use the words “sacred” and “cherished” to manipulate the masses on immigration',0.70758337
1109500616290627584_1_6_3,1109500616290627584_1_6_3,70,1109500616290627584,twist,you,Someone is trying to manipulate our beliefs or thoughts. The speaker believes others are using deceptive tactics to influence our minds. It is wrong to attempt to control or deceive people's thoughts. We should resist being influenced by deceptive attempts to alter our minds.,"'Shame on you you cannot twist our mind, Legal law abiding immigrants supports Pres Trump'",0.7155911
1152389061199454209_1_2_1,1152389061199454209_1_2_1,70,1152389061199454209,takes,it,A single individual's success influences a group to follow them blindly. The existence of one successful individual triggers the group's conformity. It is unethical for a group to follow a single individual without critical thought. The group should resist blind conformity and question the leader's authority.,"'All it takes is 1 to make it in, &amp; the herd follows.'",0.74169075
1043296977042243585_1_21_19,1043296977042243585_1_21_19,70,1043296977042243585,brainwashed,politician,People's thoughts are being manipulated by external forces. Politicians use propaganda to control people's beliefs. It is wrong for politicians to manipulate people's thoughts through propaganda. People should reject propaganda and think independently instead of being controlled by it.,"'Try to think in human terms like an American of today, instead of relying upon propaganda crap some politician has brainwashed into you.'",0.75356805
985590012451356672_2_14_16,985590012451356672_2_14_16,70,985590012451356672,fit,narrative,A viewpoint or action is incompatible with a dominant narrative. The puppet masters enforce a specific narrative that must be adhered to. It is immoral that the puppet masters control information and suppress alternative perspectives. The subject should conform to the puppet masters' narrative to avoid resistance.,"'I guess your puppet masters won’t let you, because it doesn’t fit their narrative?'",0.7741593
985590012451356672_2_7_4,985590012451356672_2_7_4,70,985590012451356672,let,masters,There is an intentional restriction on someone's autonomy or freedom. The puppet masters are controlling others to maintain their narrative. It is unethical for the puppet masters to suppress others' freedom for their own agenda. The puppet masters should stop controlling others and allow them autonomy.,"'I guess your puppet masters won’t let you, because it doesn’t fit their narrative?'",0.77451575
1162127935211331584_1_16_17,1162127935211331584_1_16_17,70,1162127935211331584,have,faith,Being religious is a superficial practice that distracts from true faith. The focus on external religious rituals rather than internal faith causes the problem. It is immoral to prioritize external religious practices over genuine faith. Individuals should prioritize cultivating genuine faith over adhering to religious rituals.,"'That's why God doesn't want us to be ""religious"", but to have faith.'",0.78211397
1162127935211331584_1_6_3,1162127935211331584_1_6_3,70,1162127935211331584,want,God,God disapproves of excessive religious practices. God's will is opposed to rigid religious behavior. It is immoral to prioritize religious rituals over genuine faith. People should focus on personal faith rather than following religious formalities.,"'That's why God doesn't want us to be ""religious"", but to have faith.'",0.7830373
985590012451356672_2_14_11,985590012451356672_2_14_11,70,985590012451356672,fit,it,The subject's actions or statements do not align with the puppet masters' agenda. The puppet masters control the narrative and enforce conformity to their version of reality. It is wrong to manipulate others' perspectives to serve hidden interests. The subject should adjust their actions to conform to the puppet masters' narrative.,"'I guess your puppet masters won’t let you, because it doesn’t fit their narrative?'",0.78358364
1084254945325580294_1_7_6,1084254945325580294_1_7_6,70,1084254945325580294,stand,you,"There is a disagreement about positions or beliefs. People have taken sides, leading to differing positions. It is immoral that people cannot agree on fundamental issues. People should seek common ground to resolve disagreements.","'Ok, good to see where you stand, have a good night'",0.79297876
966530409730158592_2_0_1,966530409730158592_2_0_1,70,966530409730158592,Come,debate,The debate is being imposed on someone against their will. The person is being forced to engage in the debate due to external pressure. It is unethical to compel someone to debate under duress. The person should be allowed to decline the debate without coercion.,'Come debate on Fox Kamala.',0.81451297
1010290566951849985_1_3_0,1010290566951849985_1_3_0,70,1010290566951849985,buy,Y,Someone is accepting false beliefs without proof. The lack of critical thinking leads people to believe without evidence. It is irresponsible for someone to accept beliefs without verifying their truth. Someone should verify information before believing it.,'Y would someone buy into this???',0.8447936
1154671910141251584_1_13_15,1154671910141251584_1_13_15,71,1154671910141251584,give,healthcare,"The system is distributing public resources to immigrants, creating a financial burden. Government policies enable the allocation of taxpayer-funded services to immigrants. It is unjust to force American workers and taxpayers to subsidize immigrants' needs. The government should stop providing healthcare and welfare to immigrants to alleviate the burden.","'You won't be able to flood America with illegals,&amp; give them healthcare along with welfare that most icollect, paid for by American workers,tax increases.'",0.526485
1138569198228127744_0_19_18,1138569198228127744_0_19_18,71,1138569198228127744,read,I,"The government is providing free benefits to undocumented immigrants, which is a problem for hardworking citizens. The government has made the decision to provide these benefits, ignoring the needs of its citizens. It is unjust for the government to prioritize undocumented immigrants over hardworking citizens. The government should stop providing free housing and medical care to undocumented immigrants.",'I'm truly sorry that your government doesn't care about you hard working citizens out there .I read now that they want to give illegals free housing &amp; medical care.',0.5541228
1138569198228127744_0_19_32,1138569198228127744_0_19_32,71,1138569198228127744,read,care,"The government is providing benefits to undocumented immigrants, which is seen as unfair to hardworking citizens. The speaker has learned about the government's policy through reading, revealing the action is intentional. It is unjust that the government prioritizes undocumented immigrants over hardworking citizens. The government should stop providing free benefits to undocumented immigrants.",'I'm truly sorry that your government doesn't care about you hard working citizens out there .I read now that they want to give illegals free housing &amp; medical care.',0.6159873
1156395377349877761_0_23_24,1156395377349877761_0_23_24,71,1156395377349877761,kick,you,The government's policies are forcefully removing citizens from their private health insurance. Big government socialism is being used to strip citizens of their benefits and transfer them to illegal immigrants. It is unjust to force citizens off their private health insurance and redistribute it to undocumented individuals. The government should stop using socialist policies to revoke private health insurance and protect citizens' benefits.,"'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'",0.6214194
986095761636012032_0_3_5,986095761636012032_0_3_5,71,986095761636012032,Overturning,Years,"The government's policy change is disrupting established immigration rules, causing strain on the healthcare system. The government has deliberately reversed decades of immigration policy to prioritize short-term gains. It is irresponsible for the government to recklessly disrupt long-standing policies that benefit the public good. The government should abandon the overturned policies and restore the previous immigration framework.","'#Trudeau Government Overturning 40 Years Of #Immigration Policy, Will Increase Financial Burden On #Healthcare System    via'",0.62248975
1146015293686329349_1_12_14,1146015293686329349_1_12_14,71,1146015293686329349,pass,cost,"Undocumented immigrants are using public healthcare services without contributing to their costs. Illegals avoid paying for their medical treatment, shifting the burden to others. It is unjust that undocumented immigrants exploit the system by passing their costs to taxpayers. Illegals should pay for their medical treatment to stop shifting costs to others.","'Illegals go to the emergency room,  get treated for free, pass the cost to us in higher insurance premiums.'",0.6225131
1158553439049097217_1_29_30,1158553439049097217_1_29_30,71,1158553439049097217,fix,healthcare,Healthcare is in disrepair and requires urgent correction. The presence of illegal aliens is causing systemic failures in healthcare. It is immoral that healthcare remains broken and unaddressed. The government should implement reforms to repair and improve the healthcare system.,"'He’s getting a second term, and it will be glorious when we get the house back as a matter of fact we will be able to actually fix healthcare and limit the flow of future votes ooops I mean illegal aliens.'",0.6301875
1091740703389028353_1_12_13,1091740703389028353_1_12_13,71,1091740703389028353,insuring,TENS,The healthcare system is burdened by providing coverage to undocumented immigrants. The inclusion of undocumented immigrants in the healthcare insurance system is causing financial strain. It is unethical to provide healthcare benefits to undocumented immigrants who are not entitled to them. Undocumented immigrants should be excluded from the healthcare insurance system to reduce costs.,"'People complain about health care costs, it’s because we are insuring TENS OF MILLIONS of illegals who have no business in America.'",0.6341939
1138569198228127744_0_9_6,1138569198228127744_0_9_6,71,1138569198228127744,care,government,The government is neglecting its responsibility to its citizens by prioritizing undocumented immigrants. The government's lack of care stems from valuing undocumented immigrants over hardworking citizens. It is unjust that the government shows no regard for the well-being of its own citizens. The government should focus its resources and attention on supporting its hardworking citizens instead of undocumented immigrants.,'I'm truly sorry that your government doesn't care about you hard working citizens out there .I read now that they want to give illegals free housing &amp; medical care.',0.6419538
1156395377349877761_0_2_1,1156395377349877761_0_2_1,71,1156395377349877761,heard,we,"The same failed policies are being repeatedly presented as solutions. The government continues to rely on big government socialism, which is ineffective and harmful. It is immoral to perpetuate policies that strip citizens of their benefits and reward illegal immigrants. The government should abandon failed socialism and implement new, effective economic policies.","'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'",0.6495605
1091740703389028353_1_19_18,1091740703389028353_1_19_18,71,1091740703389028353,have,who,"Illegals are being insured, which is causing excessive healthcare costs. The illegals are in America illegally and thus should not be part of the healthcare system. It is unjust that illegals are being insured despite having no right to be in America. The healthcare system should exclude illegals and stop insuring them.","'People complain about health care costs, it’s because we are insuring TENS OF MILLIONS of illegals who have no business in America.'",0.65282893
986095761636012032_0_3_2,986095761636012032_0_3_2,71,986095761636012032,Overturning,Government,"The long-standing immigration policies have been reversed, causing a destabilizing effect on the healthcare system. The Trudeau government's decision to overturn 40 years of immigration policy has disrupted the balance of the healthcare system. It is unethical for the government to recklessly overturn established policies, endangering public services. The Trudeau government should restore previous immigration policies to prevent further strain on healthcare resources.","'#Trudeau Government Overturning 40 Years Of #Immigration Policy, Will Increase Financial Burden On #Healthcare System    via'",0.67774165
1161755238585503745_1_2_6,1161755238585503745_1_2_6,71,1161755238585503745,cutting,stamps,"The government is depriving illegal immigrants of essential support by removing welfare and food stamps. Liberals have decided to cut off aid to illegal immigrants, treating them as unworthy of assistance. It is unethical to deprive vulnerable individuals of basic necessities by targeting them for welfare cuts. Liberals should restore welfare and food stamps to illegal immigrants instead of cutting them off.",'I guess cutting welfare and food stamps out for illegals really got you liberals crying.',0.67848647
1137475253284696064_1_18_17,1137475253284696064_1_18_17,71,1137475253284696064,broke,GO,The government cannot afford to support illegal immigrants financially. The influx of illegal immigrants has strained the government's budget. It is irresponsible for the government to avoid funding welfare for illegal immigrants. States should take responsibility by budgeting for the costs of illegal immigrants.,'We have to drop them off in sancturary cities who vouch safe for illegals  THE GOV WONT GO broke paying illegals welfare so states better BUDGET for influx of applicants',0.6793392
1156395377349877761_0_7_10,1156395377349877761_0_7_10,71,1156395377349877761,keep,economy,The booming economy is at risk of stagnation or decline. Current policies fail to provide effective strategies for sustaining economic growth. It is unethical to prioritize big government socialism that harms private citizens and legal migrants. Implement market-driven policies that protect private health insurance and deter illegal immigration.,"'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'",0.70802844
1138035776720199680_0_6_8,1138035776720199680_0_6_8,71,1138035776720199680,reached,agreement,The Governor's agreement addresses the need for healthcare for illegal immigrants. The Governor's action of reaching the agreement is the cause of addressing the healthcare need. It is a positive action to provide healthcare to illegal immigrants. The Governor should continue to support such agreements.,'. the Governor of #California reached an agreement with Democrats in the state legislature to provide free healthcare for illegal immigrants.',0.7399915
1138035776720199680_0_6_2,1138035776720199680_0_6_2,71,1138035776720199680,reached,Governor,The governor and Democrats needed to collaborate to address the healthcare needs of illegal immigrants. The governor and Democrats had conflicting priorities regarding healthcare access for illegal immigrants. It is morally commendable that the governor prioritized healthcare access despite political challenges. The agreement should be implemented to provide free healthcare to illegal immigrants as promised.,'. the Governor of #California reached an agreement with Democrats in the state legislature to provide free healthcare for illegal immigrants.',0.748352
1156395377349877761_0_17_20,1156395377349877761_0_17_20,71,1156395377349877761,failed,socialism,The current economic policy is ineffective in sustaining growth. The failed policy of big government socialism is the reason the economy is not growing. It is immoral that the policy harms private health insurance and benefits illegal immigrants. The failed policy of big government socialism should be abandoned.,"'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'",0.7510719
1036612865803907072_2_6_4,1036612865803907072_2_6_4,71,1036612865803907072,drop,crackdown,Immigrants are leaving nutrition programs due to fear of consequences. The Trump administration's crackdown policies are driving immigrants to abandon the programs. It is unethical to force immigrants into perilous situations through oppressive policies. The Trump administration should halt its crackdown to prevent immigrants from leaving essential programs.,"'Immigrants, fearing Trump crackdown, drop out of nutrition programs - POLITICO'",0.7662675
1108817352844468225_0_14_15,1108817352844468225_0_14_15,71,1108817352844468225,Release,Them,The federal government is overwhelmed by the influx of immigrants with no available housing. The federal government releases immigrants despite the lack of housing resources. It is inhumane to release immigrants into an overcrowded city with no housing. The federal government should address the housing crisis before releasing immigrants.,"'Illegals Surging Over Border, But With No More Room for Housing, Feds Release Them'",0.77627355
1073576670555238401_0_36_37,1073576670555238401_0_36_37,71,1073576670555238401,stop,immigrants,Immigrants are being prevented from receiving essential aid. Nielsen/Donald and DHS/ICE/CBP are actively blocking aid to immigrants. It is immoral to deny immigrants access to life-sustaining assistance. The obstruction of aid to immigrants should be halted immediately.,"'Meanwhile there are hundreds of great Americans donating &amp; taking water, food, clothing but these monsters Nielsen/Donald &amp; Melania/DHS/ICE/CBP do all they can to stop immigrants from getting aid.'",0.7764229
1156395377349877761_0_13_20,1156395377349877761_0_13_20,71,1156395377349877761,heard,socialism,There are no new ideas to sustain the booming economy. The same failed big government socialism is being promoted. It is wrong to continue policies that harm private health insurance and reward illegal immigrants. New ideas should replace the failed big government socialism to protect the economy and citizens.,"'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'",0.8275849
